"Name","R.A.","Dec.","z","Type","Phot.","Spec."
"OGLE-2014-SN-004","04:38:36.94,06:03:53.30","-65:31:29.8,-76:53:57.5","0.03","II P","35","1"
"PS15cjr","02:38:07.29","+01:23:29.2","0.0229","IIb","35",""
"SN2017hxu","02:59:27.546,02:59:27.600,2:59:27.6098,02:59:27.54","+14:47:36.76,+14:47:37.54,+14:47:37.5468,+14:47:36.7","0.04,0.04","II P","35","1"
"SN2017zg","09:41:54.500,09:41:54.490,9:41:54.516,09:41:54.48,09:41:54.50","+01:19:08.15,+01:19:08.43,+01:19:08.2538,+01:19:08.148,+01:19:08.2","0.022","II","35",""
"SN2018fmf","09:38:29.340,09:38:29.343,09:38:29.28,09:38:29.31","+76:19:11.64,+76:19:11.7","0.007622,0.007622","II P","35","1"
"SN2018iug","06:47:55.046,06:47:55.010,06:47:55.04","+67:54:58.74,+67:55:00.15,+67:54:58.6","0.073,0.073","IIb","35","1"
"SN2018khn","08:56:18.004,08:56:18.025,08:56:18","+52:32:57.92,+52:32:58.07,+52:32:58.2","0.091,0.091","IIn","35","1"
"SN2019bph","16:10:21.610,16:10:21.545,16:10:21.6,16:10:21.61","+11:55:05.63,+11:55:06.41,+11:55:05.52,+11:55:05.5","0.047,0.047","II","35","1"
"SN2019ceg","16:27:51.639,16:27:51.628,16:27:51.6,16:27:51.63","+62:41:32.57,+62:41:32.48,+62:41:32.64,+62:41:32.5","0.032812","II","35","1"
"SN1989C","09:47:45.41,09:47:45.6,09:47:45.49,00:00:00.000,09:47:45.5","+02:37:36.1,+02:37:36.12,+02:37:36.3,+02:37:36.0","0.006252","II","35","3"
"SN2004fc","01:51:03.85,01:51:03.84,01:51:03.850","-09:42:06.9,-09:42:06.84,-09:42:06.91","0.00622,0.0061","II","34","11"
"PTF09cjq","21:16:28.48,21:16:28.483","-00:49:39.7,-00:49:39.71","0.019","II","34",""
"SDSS-II SN 13388","21:55:01.2","+00:25:02.2116,+00:25:01.7832","","II","34",""
"SDSS-II SN 13767","21:26:36.72","-00:44:55.9428,-00:44:56.31","","II","34",""
"SDSS-II SN 15545","23:47:25.44","+00:07:26.126,+00:07:25.795","","II","34",""
"SDSS-II SN 15914","23:47:21.12","-00:02:35.25,-00:02:35.466","","II","34",""
"SDSS-II SN 17594","21:38:15.84","-00:19:01.3512,-00:19:01.5312","","II","34",""
"SDSS-II SN 17879","02:49:34.848,02:49:34.824","+01:09:38.412,+01:09:38.016","","II","34",""
"SDSS-II SN 18015","00:08:24.9,00:08:24.8976","+00:10:43.626,+00:10:43.36","0.658658","II","34",""
"SDSS-II SN 18193","02:45:42.048,02:45:42.024","-00:17:41.8128,-00:17:42.126","","II","34",""
"SDSS-II SN 18601","22:06:55.2","+00:37:00.9984,+00:37:00.6924","","II","34",""
"SDSS-II SN 18760","23:38:57.6","+00:47:43.66,+00:47:43.195","","II","34",""
"SDSS-II SN 18772","00:39:20.8848,00:39:20.8656","+00:44:22.754,+00:44:22.502","","II","34",""
"SDSS-II SN 18783","02:38:22.272","-00:50:35.9736,-00:50:35.9952","","II","34",""
"SDSS-II SN 18842","02:47:55.704","-00:03:00.342,-00:03:00.486","","II","34",""
"SDSS-II SN 18970","01:30:41.832","+01:10:18.336,+01:10:17.976","","II","34",""
"SDSS-II SN 19024","20:46:41.76","-00:13:56.064,-00:13:56.3844","","II","34",""
"SDSS-II SN 19181","03:27:51.504,03:27:51.48","+00:58:36.77,+00:58:36.437","","II","34",""
"SDSS-II SN 19510","01:23:24.696","-00:27:38.1816,-00:27:38.0484","","II","34",""
"SDSS-II SN 20369","02:49:05.136,02:49:05.088","-00:54:55.9908,-00:54:56.4336","","II","34",""
"SDSS-II SN 4324","01:34:13.632","-00:01:31.1124,-00:01:31.494","","II","34",""
"SDSS-II SN 4776","01:14:22.104,01:14:22.08","+00:16:39.274,+00:16:38.798","","II","34",""
"SDSS-II SN 6458","00:30:20.2728,00:30:20.256","-00:21:14.0472,-00:21:14.4216","","II","34",""
"SDSS-II SN 6715","21:51:55.92","-01:15:16.848,-01:15:17.064","","II","34",""
"SN2007bb","07:01:07.46,07:01:07.459","+51:15:57.3,+51:15:57.31","0.0209","II","34","2"
"SN2007md","01:21:56.85,01:21:56.9,01:21:56.856,01:21:56.832,01:21:56.851","-01:00:47.8,-01:00:48,-01:00:47.736,-01:00:48.132,-01:00:47.81","0.05458,0.054626","II","34",""
"SN2009md","10:48:26.28,10:48:26.280","+12:32:02.8,+12:32:02.80","0.00427,0.00439,0.00527,0.00609,0.00638","II","34",""
"OGLE-2012-SN-048","01:23:14.23","-72:19:54.7","0.067","IIn","34","1"
"OGLE-2013-SN-005","01:01:37.14,01:01:37.133","-67:18:01.7,-67:18:02.08","0.07","II","34",""
"OGLE-2013-SN-100","02:16:18.56","-74:45:23.7,-74:45:23.71","0.09","II Pec","34","9"
"OGLE15lb","03:42:35.78","-72:57:08.9","","IIn","34",""
"SN2015br","02:40:41.380,02:40:41.360,02:40:41.38,02:40:41.35,02:40:41.376","+16:49:51.82,+16:49:52.08,+16:49:51.8,+16:49:52.2,+16:49:52.0,+16:49:51.96","0.0292,0.0292","II","34",""
"SN2016bkz","08:31:11.810,08:31:11.81,8:31:11.8104,08:31:11.78","+09:36:04.56,+09:36:04.6,+09:36:04.5616,+09:36:05.1","0.0307,0.0307","II P","34","1"
"SN2016O","11:17:05.670,11:17:05.67","-05:31:13.70,-05:31:13.7","0.01,0.01","II P","34",""
"SN2019bmj","14:41:10.004,14:41:10.005,14:41:10.00","+39:04:20.65,+39:04:20.56,+39:04:20.6","0.0538","II","34","1"
"SN1948B","20:35:21.5,00:00:00.000,20:35:22.49","+60:10:16,+60:10:17.0,+60:10:13.6","0.00015","II","34","18"
"SDSS-II SN 1257","21:46:52.08","+00:05:12.38,+00:05:12.14","","II","33",""
"SDSS-II SN 13741","20:48:00.48","-01:02:49.488,-01:02:49.812","","II","33",""
"SDSS-II SN 14028","21:06:29.04","-00:20:16.89,-00:20:17.0808","","II","33",""
"SDSS-II SN 14861","02:14:09.432","+00:12:44.395,+00:12:44.147","","II","33",""
"SDSS-II SN 16866","02:19:37.488,02:19:37.464","-01:02:47.148,-01:02:47.472","","II","33",""
"SDSS-II SN 17493","00:52:31.416,00:52:31.392","-00:51:48.0564,-00:51:48.3192","0.300246","II","33",""
"SDSS-II SN 17729","01:34:57.912","+00:27:38.43,+00:27:38.066","0.404738","II","33",""
"SDSS-II SN 17845","23:06:17.28","+00:45:00.936,+00:45:00.576","0.347039","II","33",""
"SDSS-II SN 17990","23:07:43.68","+00:32:54.373,+00:32:53.959","","II","33",""
"SDSS-II SN 18002","00:28:45.996,00:28:45.9864","+00:58:51.035,+00:58:50.75","","II","33",""
"SDSS-II SN 18160","02:51:02.04","-00:41:42.4068,-00:41:42.7956","","II","33",""
"SDSS-II SN 18360","00:15:06.636,00:15:06.6072","-00:01:22.7568,-00:01:23.1204","","II","33",""
"SDSS-II SN 18814","02:01:20.064","+00:42:14.126,+00:42:13.918","","II","33",""
"SDSS-II SN 18982","02:03:25.032","-00:56:52.2564,-00:56:52.6488","","II","33",""
"SDSS-II SN 19306","23:08:38.16","+00:42:26.183,+00:42:25.85","","II","33",""
"SDSS-II SN 19465","21:58:49.44","-00:51:28.6452,-00:51:28.8,-00:51:29.0736","0.283,0.253","II","33",""
"SDSS-II SN 1975","22:15:17.04","+00:53:31.466,+00:53:31.38","","II","33",""
"SDSS-II SN 21478","20:13:16.32","-00:05:38.7816,-00:05:39.0552","","II","33",""
"SDSS-II SN 2765","03:21:30.96,03:21:30.912","-00:32:58.9884,-00:32:59.1612","","II","33",""
"SDSS-II SN 3223","01:28:52.92,01:28:52.896","+00:17:59.683,+00:17:59.32","","II","33",""
"SDSS-II SN 3453","22:23:45.12","+00:47:03.0552,+00:47:02.6268","","II","33",""
"SDSS-II SN 4118","00:24:31.2216,00:24:31.2024","-01:05:30.12,-01:05:30.372","","II","33",""
"SDSS-II SN 4141","01:14:15.024,01:14:14.976","-01:08:11.76,-01:08:12.12","","II","33",""
"SDSS-II SN 8018","23:46:27.6","-00:31:53.7996,-00:31:54.0624","0.19078","II","33",""
"SDSS-II SN 8025","00:42:04.992,00:42:04.944","-00:31:21.1692,-00:31:21.4788","","II","33",""
"SN2006cd","16:05:22.06,16:05:22.061,16:05:22.01","+17:45:05.5,+17:45:05.51,+17:45:04.2","0.037,0.037","II","33","2"
"SN2008cw","16:32:38.27,16:32:38.270","+41:27:33.2,+41:27:33.19,+41:27:33.21","0.032,0.032","IIb","33","5"
"OGLE-2013-SN-011","04:47:10.92","-64:02:36.5","0.05","II P","33","1"
"OGLE-2013-SN-112","05:29:47.48","-65:44:13.7","0.093","IIn","33","1"
"PS1-15g","14:02:03.59,14:02:03.58","+09:55:51.1,+09:55:51.0","0.014","II","33","1"
"SN2017grn","23:31:53.570,23:31:53.600,23:31:53.52,23:31:53.56","-05:00:43.56,-05:00:43.40,-05:00:43.3","0.0175,0.0175","II","33","1"
"SN2018cuf","21:16:11.550,21:16:11.570,21:16:11.52","-64:28:57.50,-64:28:57.27,-64:28:57.36","0.010835","II","33","1"
"SN2018gjx","02:16:15.580,02:16:15.550,02:16:15.576,02:16:15.57","+28:35:28.61,+28:35:28.70,+28:35:28.68,+28:35:28.5","0.00999","II","33","2"
"SN2018iuq","07:05:53.430,07:05:53.440,07:05:53.52","+12:53:34.66,+12:53:34.69,+12:53:34.8","0.028,0.028","II","33","1"
"SN2018jfp","03:17:56.270,03:17:56.277,03:17:56.28,03:17:56.26","-00:10:10.81,-00:10:10.94,-00:10:10.812,-00:10:10.7","0.022816","II","33","1"
"SN2018jsn","11:59:57.000,11:59:56.990,11:59:56.88,11:59:56.99","-00:33:01.80,-00:33:01.33,-00:33:01.8,-00:33:01.7","0.022,0.022","II","33","1"
"PTF09ecm","01:06:43.16,01:06:43.164","-06:22:40.9,-06:22:40.89","0.0285","II","32",""
"SDSS-II SN 1176","00:58:14.88,00:58:14.904","+01:00:27.144,+01:00:26.784","0.707338","II","32",""
"SDSS-II SN 1196","21:42:07.2","-00:40:33.8448,-00:40:34.0932","0.370508","II","32",""
"SDSS-II SN 13158","01:19:04.752,01:19:04.728","+00:00:21.3,+00:00:21","","II","32",""
"SDSS-II SN 13395","20:58:26.4","-00:15:48.4452,-00:15:48.7692","","II","32",""
"SDSS-II SN 13498","01:58:39.312,01:58:39.288","-01:10:15.816,-01:10:16.14","","II","32",""
"SDSS-II SN 13891","22:53:07.2","+00:24:32.504,+00:24:32.263","","II","32",""
"SDSS-II SN 13935","00:06:16.3248","-00:37:45.4224,-00:37:45.822","","II","32",""
"SDSS-II SN 14145","02:15:12.96","+00:08:40.859,+00:08:40.45","","II","32",""
"SDSS-II SN 14252","01:07:02.016,01:07:01.992","-00:31:53.8644,-00:31:54.3504","","II","32",""
"SDSS-II SN 14415","00:13:02.8656,00:13:02.8344","+01:06:10.62,+01:06:10.296","0.159431","II","32",""
"SDSS-II SN 14933","01:22:02.064,01:22:02.04","+00:36:44.219,+00:36:43.816","","II","32",""
"SDSS-II SN 15532","21:39:26.4,21:39:26.16","-00:14:14.0748,-00:14:14.1864","","II","32",""
"SDSS-II SN 16193","20:29:15.36","+00:42:52.855,+00:42:52.722","","II","32",""
"SDSS-II SN 16200","21:54:10.32","+01:14:23.1,+01:14:22.812","0.090465","II","32",""
"SDSS-II SN 16868","02:57:11.4,02:57:11.376","-00:43:04.8576,-00:43:05.0052","","II","32",""
"SDSS-II SN 17563","20:59:59.28","+00:17:36.19,+00:17:35.941","","II","32",""
"SDSS-II SN 1773","21:15:21.6","-00:53:55.5504,-00:53:55.8564","0.120184","II","32",""
"SDSS-II SN 17991","23:16:13.68","+00:36:01.5984,+00:36:01.35","","II","32",""
"SDSS-II SN 18019","00:35:42.9456,00:35:42.9336","+00:03:43.25,+00:03:43.1","","II","32",""
"SDSS-II SN 18150","02:33:10.104","+00:00:32.7,+00:00:32.5","","II","32",""
"SDSS-II SN 18587","22:09:39.36","-01:05:06.9,-01:05:06.936","","II","32",""
"SDSS-II SN 18812","01:32:54.624,01:32:54.6","+00:49:50.603,+00:49:50.2","","II","32",""
"SDSS-II SN 18818","02:51:22.152,02:51:22.128","+00:39:35.158,+00:39:34.963","","II","32",""
"SDSS-II SN 19073","23:10:07.68","+00:52:52.111,+00:52:51.74","","II","32",""
"SDSS-II SN 19224","20:43:05.52","+00:48:44.143,+00:48:43.963","","II","32",""
"SDSS-II SN 19319","22:32:51.84","+01:09:43.848,+01:09:43.488","0.150863","II","32",""
"SDSS-II SN 19699","02:02:11.76,02:02:11.736","+00:13:46.29,+00:13:45.955","","II","32",""
"SDSS-II SN 2329","00:20:30.504,00:20:30.4704","+01:07:17.472,+01:07:17.256","","II","32",""
"SDSS-II SN 3196","03:32:52.416,03:32:52.368","-00:57:04.7232,-00:57:04.8672","","II","32",""
"SDSS-II SN 4248","01:24:28.056,01:24:28.008","-01:01:11.568,-01:01:11.784","0.171418","II","32",""
"SDSS-II SN 4652","02:29:49.68","-00:40:11.3844,-00:40:11.7408","","II","32",""
"SDSS-II SN 5669","23:45:18","-00:10:48.9252,-00:10:49.1664","","II","32",""
"SDSS-II SN 5819","20:46:41.52","-00:41:55.1688,-00:41:55.3056","","II","32",""
"SDSS-II SN 5943","02:30:51.144,02:30:51.12","-01:12:03.276,-01:12:03.6","","II","32",""
"SDSS-II SN 919","03:22:40.512,03:22:40.488","-00:00:43.3836,-00:00:43.7904","","II","32",""
"SN2005ap","13:01:14.84,13:01:14.839","+27:43:31.4,+27:43:31.40","0.2832","II","32","3"
"OGLE-2015-SN-009","02:08:34.95","-71:08:39.9,-71:08:40.0","0.06","II P","32","1"
"Gaia18bnp","14:15:23.730,14:15:23.76,14:15:23.73","-20:00:54.25,-20:00:54.20,-20:00:54.36,-20:00:54.0","0.03","II","32",""
"PS15bgt","22:46:05.04,17:29:29.18","-10:59:48.4,+75:42:39.0,-10:59:47.9","0.0089,0.0044","Ib","32","15"
"SN2016aai","12:50:28.032,12:50:28.05,12:50:28.050,12:50:28.03,12:50:28.08","-10:50:29.02,-10:50:29.1,-10:50:29.15,-10:50:29.0,-10:50:29.04","0.007972,0.007972,0.007972","II P","32","1"
"SN2016C","13:38:05.300,13:38:05.30","-17:51:15.30,-17:51:15.3","0.00452,0.00452","II P","32","3"
"SN2017bzb","22:57:17.320,22:57:17.300,22:57:17.28","-41:00:57.46,-41:00:57.60,-41:00:57.6","0.003132,0.003132","II","32","1"
"SN2018is","13:16:57.350,13:16:57.35,13:16:57.348","-16:37:04.43,-16:37:03.828","0.005811","II","32","1"
"SN1992ad","12:26:49.59,12:26:49.68,12:26:49.630,12:26:49.63","+08:52:38.7,+08:52:38.712,+08:52:38.17,+08:52:38.39,+08:52:38.4,+08:52:38.2","0.00424,0.00537","II","31","2"
"SN1996bv","06:16:13.04,06:16:13.001","+57:03:10.0,+57:03:08.4,+57:03:08.89","0.01667,0.01667","Ia","31","2"
"SN1999gn","12:21:57.04,12:21:57.02,12:21:57.019","+04:27:45.7,+04:27:45.6,+04:27:45.61","0.005224","II P","31","1"
"SN2002an","08:22:47.76,08:22:47.760","+24:17:41.7,+24:17:41.71","0.0129,0.0129","II","31","5"
"SDSS-II SN 11510","03:48:56.16,03:48:56.136","-01:04:39.468,-01:04:39.648","","II","31",""
"SDSS-II SN 13017","22:02:27.12","+00:26:18.017,+00:26:17.754","","II","31",""
"SDSS-II SN 13117","00:32:57.2976,00:32:57.2808","-00:50:21.5376,-00:50:21.6636","","II","31",""
"SDSS-II SN 13626","22:53:12.72","+01:09:48.168,+01:09:47.808","","II","31",""
"SDSS-II SN 13631","23:56:44.64","-00:07:08.976,-00:07:09.3504","","II","31",""
"SDSS-II SN 13720","21:45:06.96","+00:33:08.6688,+00:33:08.4204","","II","31",""
"SDSS-II SN 13842","21:06:55.44","+00:09:50.22,+00:09:50.173","","II","31",""
"SDSS-II SN 13849","22:00:15.6","+00:05:21.5,+00:05:21.22","","II","31",""
"SDSS-II SN 13997","21:10:18.96","+01:14:22.524,+01:14:22.092","","II","31",""
"SDSS-II SN 14493","23:15:21.84","-01:04:22.296,-01:04:22.62","","II","31",""
"SDSS-II SN 14655","02:00:41.592","-00:11:36.96,-00:11:37.2084","","II","31",""
"SDSS-II SN 15185","21:26:48.72","-00:44:20.3892,-00:44:20.6448","","II","31",""
"SDSS-II SN 15319","23:46:21.6,23:46:21.36","+00:57:02.4012,+00:57:02.0448","0.330121","II","31",""
"SDSS-II SN 15358","22:42:28.8","+00:18:18.659,+00:18:18.277","0.089088","II","31",""
"SDSS-II SN 1592","21:23:19.68","-00:10:58.8036,-00:10:59.1924","","II","31",""
"SDSS-II SN 17371","23:37:44.64","+00:39:24.833,+00:39:24.689","0.279991","II","31",""
"SDSS-II SN 17526","23:56:03.84","-00:03:46.2456,-00:03:46.512","","II","31",""
"SDSS-II SN 17954","01:52:04.272,01:52:04.248","+00:56:06.3456,+00:56:06.1332","","II","31",""
"SDSS-II SN 18077","01:49:01.8,01:49:01.776","-01:03:29.916,-01:03:29.808","","II","31",""
"SDSS-II SN 18095","01:44:08.016,01:44:07.992","+00:31:14.642,+00:31:14.326","","II","31",""
"SDSS-II SN 18831","03:20:32.304","+01:06:05.04,+01:06:04.86","","II","31",""
"SDSS-II SN 18991","01:32:57.624","-00:30:56.8404,-00:30:57.1176","","II","31",""
"SDSS-II SN 19700","02:14:37.728,02:14:37.704","+00:21:08.7336,+00:21:08.4132","","II","31",""
"SDSS-II SN 20214","21:16:56.88","-00:43:01.5924,-00:43:01.9056","","II","31",""
"SDSS-II SN 20490","02:53:18.72,02:53:18.672","+01:03:00.036,+01:02:59.82","","II","31",""
"SDSS-II SN 20505","03:20:55.92,03:20:55.872","-01:10:34.176,-01:10:34.392","","II","31",""
"SDSS-II SN 3090","22:45:44.88,22:45:44.64","+00:15:39.02,+00:15:38.596","","II","31",""
"SDSS-II SN 3112","21:16:41.76","-00:25:03.9792,-00:25:04.1916","","II","31",""
"SDSS-II SN 3871","23:24:36","-01:04:15.168,-01:04:15.456","0.537152","II","31",""
"SDSS-II SN 4500","02:12:58.848","-00:31:41.5056,-00:31:41.7036","","II","31",""
"SDSS-II SN 4814","01:10:44.616,01:10:44.544","-00:36:35.6292,-00:36:36.1116","","II","31",""
"SDSS-II SN 5816","20:44:41.28","-00:49:16.7196,-00:49:17.0688","","II","31",""
"SDSS-II SN 6973","21:31:13.68","+00:03:52.5,+00:03:52.17","","II","31",""
"SDSS-II SN 7864","03:07:13.992,03:07:13.968","+00:03:29.26,+00:03:29.1","","II","31",""
"SN2005jr","01:00:12.37,01:00:12.36,01:00:12.370","+00:20:26.9,+00:20:26.92,+00:20:26.912,+00:20:26.617","0.2944","II","31",""
"SN2007cm","12:42:45.18,12:42:45.180","+55:08:57.1,+55:08:57.08","0.016,0.016","II","31","2"
"SN2010aq","10:02:09.742,10:02:09.74,10:02:09.739,10:02:09.744,10:02:09.741","+01:14:00.93,+01:14:00.9,+01:14:00.89,+01:14:00.92,+01:14:00.94","0.086,0.088,0.088,0.086","II P","31",""
"SN2012ab","12:22:47.60,12:22:47.6,12:22:47.599","+05:36:25.0,+05:36:24.98","0.018","IIn","31",""
"OGLE15pf","05:17:12.37,05:17:12.38,05:17:12.384","-71:52:39.6,-71:52:39.7,-71:52:39.72","0.018,0.025","II","31","1"
"SN2016ehw","08:36:37.600,08:36:37.500,08:36:37.68","+73:35:03.70,+73:35:04.80,+73:35:03.84","0.012","IIn","31",""
"SN2016jfu","12:54:42.624,12:54:42.600,12:54:42.6096,12:54:42.62","+28:56:25.96,+28:56:26.00,+28:56:25.638,+28:56:25.9","0.008286","II P","31","1"
"SN2018gvm","03:10:21.330,03:10:21.336,03:10:21.32","-07:41:06.04,-07:41:06.08,-07:41:06.036,-07:41:06.0","0.125,0.125","II","31","1"
"SN2018hij","08:24:30.550,08:24:30.554,08:24:30.48,08:24:30.55","+18:36:15.16,+18:36:15.12,+18:36:15.1","0.01969,0.01972","II P","31","1"
"SN2018imf","12:42:41.390,12:42:41.28,12:42:41.39","+13:15:54.83,+13:15:55.00,+13:15:54.72,+13:15:54.8","0.003395","II P","31","1"
"SN2019etp","23:57:23.160,23:57:23.093,23:57:23.04,23:57:23.15","+30:59:26.27,+30:59:26.62,+30:59:26.16,+30:59:26.3,+30:59:26.52","0.015621,0.015621,0.015621","II","31",""
"SN1966B","12:47:44.9,12:47:44.88,00:00:00.000,12:47:44.8,12:47:44.87","+04:19:32,+04:19:32.16,+04:19:36.0,+04:19:32.0","0.00325,0.0033","II","31",""
"SN1987B","15:07:02.92,15:07:02.97,15:07:02.990,15:07:02.99,15:07:02.98","+01:30:12.4,+01:30:13.19,+01:30:13.28,+01:30:13.3,+01:30:13.2","0.0085,0.0085","II","31","1"
"SN1996an","02:46:00.83,02:46:00.84,02:46:00.830","-07:34:20.3,-07:34:20.28,-07:34:20.32","0.00436,0.0047","II","30",""
"SDSS-II SN 13887","21:49:09.12","-00:11:07.3896,-00:11:07.8936","","II","30",""
"SDSS-II SN 14037","23:28:12","-00:19:10.0308,-00:19:10.1568","","II","30",""
"SDSS-II SN 14196","00:18:26.8752,00:18:26.856","+00:59:04.6248,+00:59:04.3548","","II","30",""
"SDSS-II SN 15598","22:37:53.76","-01:05:21.804,-01:05:21.624","","II","30",""
"SDSS-II SN 1609","22:07:10.32","-00:26:55.8744,-00:26:56.1876","0.425523","II","30",""
"SDSS-II SN 17622","22:35:15.84,22:35:15.6","-00:00:00.1764,-00:00:00.1584","","II","30",""
"SDSS-II SN 18048","00:55:11.904,00:55:11.88","+00:12:06.678,+00:12:05.9976","0.114897","II","30",""
"SDSS-II SN 18053","01:57:06.072","+00:57:38.779,+00:57:38.498","","II","30",""
"SDSS-II SN 18099","01:54:21.96,01:54:21.936","+00:36:26.762,+00:36:26.406","","II","30",""
"SDSS-II SN 18738","00:01:49.557,00:01:49.555","+00:16:45.581,+00:16:45.318","","II","30",""
"SDSS-II SN 18778","02:29:26.304,02:29:26.28","-00:55:50.8116,-00:55:51.06","","II","30",""
"SDSS-II SN 19176","02:12:25.008","+00:58:42.611,+00:58:42.161","","II","30",""
"SDSS-II SN 19433","23:27:38.64","-00:00:02.0232,-00:00:02.1816","","II","30",""
"SDSS-II SN 19487","02:37:43.464","-00:50:58.866,-00:50:59.1108","","II","30",""
"SDSS-II SN 1982","22:20:36","+00:52:29.276,+00:52:29.003","","II","30",""
"SDSS-II SN 20284","20:37:45.36","+00:15:04.0212,+00:15:03.3732","","II","30",""
"SDSS-II SN 20860","23:31:43.92","-00:43:04.5084,-00:43:04.7496","","II","30",""
"SDSS-II SN 5392","20:53:06.72","+00:56:23.377,+00:56:23.089","","II","30",""
"SDSS-II SN 5552","00:46:22.752,00:46:22.728","+00:21:21.107,+00:21:20.927","0.42508","II","30",""
"SDSS-II SN 5933","02:18:35.784","-01:07:31.548,-01:07:32.088","","II","30",""
"SDSS-II SN 6291","22:07:54.48","-00:33:06.1956,-00:33:06.6708","","II","30",""
"SDSS-II SN 7123","21:27:57.84","-00:02:00.5316,-00:02:00.8376","","II","30",""
"SDSS-II SN 7978","03:22:50.592","+00:16:22.591,+00:16:22.364","0.118381","II","30",""
"SDSS-II SN 8190","20:43:43.68,20:43:43.44","-00:58:14.7324,-00:58:14.8332","","II","30",""
"SDSS-II SN 8672","03:25:28.08,03:25:28.056","-00:35:23.2908,-00:35:23.5428","","II","30",""
"SN2005hd","04:16:12.37,04:16:12.370","-13:13:11.6,-13:13:11.60","0.03,0.03","II","30",""
"SN2005jq","20:29:47.76,20:29:47.68,20:29:47.681","+01:08:33.792,+01:08:33.7,+01:08:33.504,+01:08:33.68","0.234","II","30",""
"SN2006pu","02:42:53.82,02:42:53.808,02:42:53.832,02:42:53.784,02:42:53.820","+00:53:34.3,+00:53:34.33,+00:53:34.336,+00:53:34.04,+00:53:34.30","0.1518","II","30","1"
"SN2008ag","18:39:52.38,18:39:52.380","-67:25:59.0,-67:25:59.02","0.0148","II","30","22"
"SN2008if","09:20:23.47,09:20:23.470","-07:52:33.1,-07:52:33.10","0.0115","II","30","25"
"SN2010mc","17:21:30.68,17:21:30.72,17:21:30.679","+48:07:47.4,+48:07:47.28,+48:07:47.39","0.035","IIn","30","4"
"SN2011js","02:48:04.96,02:48:05.0,02:48:04.961,02:48:04.968","-13:57:51.1,-13:57:51,-13:57:51.08,-13:57:51.12","0.0138","II","30",""
"ASASSN-15fz","13:35:25.14,13:35:25.18,13:35:25.2","+01:24:33.0,+01:24:30.5,+01:24:32.976","0.017479","II","30","1"
"OGLE-2015-SN-035","06:03:24.67","-66:39:23.8","0.041","II","30",""
"PS15bpa","19:28:43.62,19:28:43.68","+56:41:21.7,+56:41:21.84","","II","30",""
"SN2017hcd","01:42:51.850,01:42:51.830,01:42:51.84","+31:28:56.57,+31:28:56.64,+31:28:56.6","0.035,0.035","IIn","30","1"
"SN2017jfs","12:29:37.790,12:29:37.68,12:29:37.78","+07:49:35.18,+07:49:35.184,+07:49:35.1","0.008,0.008","IIn","30","1"
"SN2019bzo","15:55:34.440,15:55:34.445,15:55:34.56,15:55:34.44","+26:54:54.79,+26:54:54.77,+26:54:54.72,+26:54:54.8","0.065,0.065","IIb","30","1"
"SN2019cem","13:16:36.304,13:16:36.29","+35:30:57.78,+35:30:57.7","0.04468,0.04468","II","30","1"
"SN2019qt","14:59:10.650,14:59:10.652,14:59:10.56,14:59:10.64","+43:49:11.68,+43:49:11.64,+43:49:11.6","0.035,0.035","IIn","30","1"
"SN1986E","12:21:41.19,12:21:41.21,12:21:41.251,12:21:41.25","+14:37:54.8,+14:37:55.02,+14:37:55.31,+14:37:55.3,+14:37:55.0","0.0038,0.011","II","30","2"
"SN2002ig","01:36:36.72,01:36:36.720","+00:55:25.6,+00:55:25.601,+00:55:25.61","0.077,0.076,0.077","II P","29","5"
